sample_id	tool	metric	value	unit	source_file
SRR1039516	star	Uniquely mapped reads number	24914773		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Uniquely mapped reads %	95.37%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Average mapped length	125.63		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Number of splices: Total	11177262		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Number of splices: Annotated (sjdb)	11121795		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Number of splices: GT/AG	11077514		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Number of splices: GC/AG	79178		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Number of splices: AT/AC	7545		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Number of splices: Non-canonical	13025		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Mismatch rate per base, %	0.25%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Deletion rate per base	0.00%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Deletion average length	1.51		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Insertion rate per base	0.00%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Insertion average length	1.32		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Number of reads mapped to multiple loci	984389		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	% of reads mapped to multiple loci	3.77%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Number of reads mapped to too many loci	10564		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	% of reads mapped to too many loci	0.04%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Number of reads unmapped: too many mismatches	0		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	% of reads unmapped: too many mismatches	0.00%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Number of reads unmapped: too short	205256		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	% of reads unmapped: too short	0.79%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Number of reads unmapped: other	8525		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	% of reads unmapped: other	0.03%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	Number of chimeric reads	0		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039516	star	% of chimeric reads	0.00%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039516/SRR1039516.Log.final.out
SRR1039517	star	Started job on	Aug 09 23:31:09		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Started mapping on	Aug 09 23:31:29		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Finished on	Aug 09 23:34:05		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Mapping speed, Million of reads per hour	758.56		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of input reads	32871045		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Average input read length	125		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Uniquely mapped reads number	31520439		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Uniquely mapped reads %	95.89%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Average mapped length	125.59		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of splices: Total	14007399		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of splices: Annotated (sjdb)	13936489		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of splices: GT/AG	13885285		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of splices: GC/AG	94297		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of splices: AT/AC	10080		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of splices: Non-canonical	17737		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Mismatch rate per base, %	0.25%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Deletion rate per base	0.00%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Deletion average length	1.51		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Insertion rate per base	0.01%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Insertion average length	1.27		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of reads mapped to multiple loci	1128827		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	% of reads mapped to multiple loci	3.43%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of reads mapped to too many loci	11396		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	% of reads mapped to too many loci	0.03%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of reads unmapped: too many mismatches	0		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	% of reads unmapped: too many mismatches	0.00%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of reads unmapped: too short	201476		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	% of reads unmapped: too short	0.61%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of reads unmapped: other	8907		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	% of reads unmapped: other	0.03%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	Number of chimeric reads	0		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039517	star	% of chimeric reads	0.00%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039517/SRR1039517.Log.final.out
SRR1039520	star	Started job on	Aug 09 23:35:12		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Started mapping on	Aug 09 23:35:35		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Finished on	Aug 09 23:37:12		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Mapping speed, Million of reads per hour	756.03		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of input reads	20370846		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Average input read length	125		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Uniquely mapped reads number	19460118		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Uniquely mapped reads %	95.53%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Average mapped length	125.54		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of splices: Total	8831903		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of splices: Annotated (sjdb)	8785824		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of splices: GT/AG	8757921		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of splices: GC/AG	57767		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of splices: AT/AC	5632		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of splices: Non-canonical	10583		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Mismatch rate per base, %	0.18%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Deletion rate per base	0.01%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Deletion average length	1.54		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Insertion rate per base	0.01%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Insertion average length	1.31		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of reads mapped to multiple loci	727346		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	% of reads mapped to multiple loci	3.57%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of reads mapped to too many loci	7501		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	% of reads mapped to too many loci	0.04%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of reads unmapped: too many mismatches	0		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	% of reads unmapped: too many mismatches	0.00%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of reads unmapped: too short	169515		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	% of reads unmapped: too short	0.83%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of reads unmapped: other	6366		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	% of reads unmapped: other	0.03%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	Number of chimeric reads	0		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039520	star	% of chimeric reads	0.00%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039520/SRR1039520.Log.final.out
SRR1039521	star	Started job on	Aug 09 23:38:15		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Started mapping on	Aug 09 23:38:37		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Finished on	Aug 09 23:40:21		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Mapping speed, Million of reads per hour	775.96		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of input reads	22416611		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Average input read length	125		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Uniquely mapped reads number	21427791		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Uniquely mapped reads %	95.59%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Average mapped length	125.52		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of splices: Total	9575138		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of splices: Annotated (sjdb)	9525719		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of splices: GT/AG	9495346		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of splices: GC/AG	61309		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of splices: AT/AC	6835		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of splices: Non-canonical	11648		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Mismatch rate per base, %	0.18%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Deletion rate per base	0.01%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Deletion average length	1.55		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Insertion rate per base	0.01%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Insertion average length	1.28		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of reads mapped to multiple loci	786330		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	% of reads mapped to multiple loci	3.51%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of reads mapped to too many loci	7001		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	% of reads mapped to too many loci	0.03%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of reads unmapped: too many mismatches	0		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	% of reads unmapped: too many mismatches	0.00%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of reads unmapped: too short	189810		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	% of reads unmapped: too short	0.85%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of reads unmapped: other	5679		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	% of reads unmapped: other	0.03%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	Number of chimeric reads	0		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
SRR1039521	star	% of chimeric reads	0.00%		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/02_alignment/SRR1039521/SRR1039521.Log.final.out
