sample_id	tool	metric	value	unit	source_file
SRR1039520	fastp	after_filtering.read2_mean_length	62		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039520/SRR1039520.fastp.json
SRR1039520	fastp	after_filtering.gc_content	0.493697		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039520/SRR1039520.fastp.json
SRR1039521	fastp	before_filtering.total_reads	46975720		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	before_filtering.total_bases	2959470360		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	before_filtering.q20_bases	2849294698		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	before_filtering.q30_bases	2723826765		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	before_filtering.q20_rate	0.962772		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	before_filtering.q30_rate	0.920376		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	before_filtering.read1_mean_length	63		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	before_filtering.read2_mean_length	63		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	before_filtering.gc_content	0.49581		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	after_filtering.total_reads	44833222		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	after_filtering.total_bases	2822128184		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	after_filtering.q20_bases	2767178269		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	after_filtering.q30_bases	2654132132		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	after_filtering.q20_rate	0.980529		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	after_filtering.q30_rate	0.940472		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	after_filtering.read1_mean_length	62		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	after_filtering.read2_mean_length	62		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
SRR1039521	fastp	after_filtering.gc_content	0.492201		/root/autodl-tmp/abi-real-data/results/rnaseq_airway_abi_test_20260809_12vcpu_62gb_retry1/01_qc/SRR1039521/SRR1039521.fastp.json
