sample_id	SRR1039508	SRR1039509	SRR1039512	SRR1039513	SRR1039516	SRR1039517	SRR1039520	SRR1039521
SRR1039508	1.0	0.9254267323943948	0.9325099524448649	0.8649875497041504	0.9042110281000122	0.8494620542409971	0.9197113645308626	0.8586564900857149
SRR1039509	0.9254267323943948	1.0	0.8911027330845464	0.920154077284095	0.8622328699465408	0.8954856813977686	0.8687024841630236	0.9143719999288334
SRR1039512	0.9325099524448649	0.8911027330845464	1.0	0.9249193880258483	0.9100848883055486	0.8729745545079661	0.931114348438306	0.882316384002443
SRR1039513	0.8649875497041504	0.920154077284095	0.9249193880258483	1.0	0.852461426346912	0.9029319537982843	0.8705807224659163	0.9307767481220628
SRR1039516	0.9042110281000122	0.8622328699465408	0.9100848883055486	0.852461426346912	1.0	0.9345981034044889	0.89268361359938	0.8441538656262425
SRR1039517	0.8494620542409971	0.8954856813977686	0.8729745545079661	0.9029319537982843	0.9345981034044889	1.0	0.847178623842527	0.8942360397056965
SRR1039520	0.9197113645308626	0.8687024841630236	0.931114348438306	0.8705807224659163	0.89268361359938	0.847178623842527	1.0	0.9212794004902106
SRR1039521	0.8586564900857149	0.9143719999288334	0.882316384002443	0.9307767481220628	0.8441538656262425	0.8942360397056965	0.9212794004902106	1.0
